Provider_name,Department,Researcher_Type,Profile_link,Provider_all_top_concepts,This_Concept,Publication_num,Pub_Range,Range_length,Last_Pub_year,Average
"Kevin Hur, MD",Otolaryngology,Assistant Professor,https://researcherprofiles.org/profile/103680975,https://profiles.sc-ctsi.org/display/103680975/network/researchareas/timeline, Endoscopy,5, 2014-2019,5,2019,2018
"Kevin Hur, MD",Otolaryngology,Assistant Professor,https://researcherprofiles.org/profile/103680975,https://profiles.sc-ctsi.org/display/103680975/network/researchareas/timeline, Paranasal Sinus Neoplasms,1, 2019-2019,1,2019,2019
"Kevin Hur, MD",Otolaryngology,Assistant Professor,https://researcherprofiles.org/profile/103680975,https://profiles.sc-ctsi.org/display/103680975/network/researchareas/timeline, Nasal Surgical Procedures,1, 2019-2019,1,2019,2019
"Kevin Hur, MD",Otolaryngology,Assistant Professor,https://researcherprofiles.org/profile/103680975,https://profiles.sc-ctsi.org/display/103680975/network/researchareas/timeline, Otolaryngology,3, 2018-2020,2,2020,2019
"Kevin Hur, MD",Otolaryngology,Assistant Professor,https://researcherprofiles.org/profile/103680975,https://profiles.sc-ctsi.org/display/103680975/network/researchareas/timeline, Otorhinolaryngologic Surgical Procedures,2, 2019-2019,1,2019,2019
"Kevin Hur, MD",Otolaryngology,Assistant Professor,https://researcherprofiles.org/profile/103680975,https://profiles.sc-ctsi.org/display/103680975/network/researchareas/timeline, Catheterization,1, 2019-2019,1,2019,2019
"Kevin Hur, MD",Otolaryngology,Assistant Professor,https://researcherprofiles.org/profile/103680975,https://profiles.sc-ctsi.org/display/103680975/network/researchareas/timeline, Medicare,3, 2019-2020,1,2020,2019
"Kevin Hur, MD",Otolaryngology,Assistant Professor,https://researcherprofiles.org/profile/103680975,https://profiles.sc-ctsi.org/display/103680975/network/researchareas/timeline, Dyspnea,1, 2020-2020,1,2020,2020
"Kevin Hur, MD",Otolaryngology,Assistant Professor,https://researcherprofiles.org/profile/103680975,https://profiles.sc-ctsi.org/display/103680975/network/researchareas/timeline, Air Microbiology,1, 2021-2021,1,2021,2021
"Kevin Hur, MD",Otolaryngology,Assistant Professor,https://researcherprofiles.org/profile/103680975,https://profiles.sc-ctsi.org/display/103680975/network/researchareas/timeline, Laryngoscopy,1, 2021-2021,1,2021,2021
"Kevin Hur, MD",Otolaryngology,Assistant Professor,https://researcherprofiles.org/profile/103680975,https://profiles.sc-ctsi.org/display/103680975/network/researchareas/timeline, Operating Rooms,1, 2021-2021,1,2021,2021
"Gabriel Zada, MD",Neurological Surgery,Professor,https://researcherprofiles.org/profile/192405,https://profiles.sc-ctsi.org/display/192405/network/researchareas/timeline,Sphenoid Bone,13, 2003-2021,18,2021,2012
"Gabriel Zada, MD",Neurological Surgery,Professor,https://researcherprofiles.org/profile/192405,https://profiles.sc-ctsi.org/display/192405/network/researchareas/timeline, Sella Turcica,16, 2003-2022,19,2022,2012
"Gabriel Zada, MD",Neurological Surgery,Professor,https://researcherprofiles.org/profile/192405,https://profiles.sc-ctsi.org/display/192405/network/researchareas/timeline, Sphenoid Sinus,10, 2010-2022,12,2022,2014
"Gabriel Zada, MD",Neurological Surgery,Professor,https://researcherprofiles.org/profile/192405,https://profiles.sc-ctsi.org/display/192405/network/researchareas/timeline, Craniotomy,22, 2003-2020,17,2020,2015
"Gabriel Zada, MD",Neurological Surgery,Professor,https://researcherprofiles.org/profile/192405,https://profiles.sc-ctsi.org/display/192405/network/researchareas/timeline, Endoscopy,27, 2010-2022,12,2022,2015
"Gabriel Zada, MD",Neurological Surgery,Professor,https://researcherprofiles.org/profile/192405,https://profiles.sc-ctsi.org/display/192405/network/researchareas/timeline, Central Nervous System Cysts,9, 2009-2021,12,2021,2015
"Gabriel Zada, MD",Neurological Surgery,Professor,https://researcherprofiles.org/profile/192405,https://profiles.sc-ctsi.org/display/192405/network/researchareas/timeline, Pituitary Neoplasms,69, 2003-2022,19,2022,2015
"Gabriel Zada, MD",Neurological Surgery,Professor,https://researcherprofiles.org/profile/192405,https://profiles.sc-ctsi.org/display/192405/network/researchareas/timeline, Cerebral Ventricle Neoplasms,6, 2008-2020,12,2020,2016
"Gabriel Zada, MD",Neurological Surgery,Professor,https://researcherprofiles.org/profile/192405,https://profiles.sc-ctsi.org/display/192405/network/researchareas/timeline, Neurosurgical Procedures,49, 2007-2022,15,2022,2016
"Gabriel Zada, MD",Neurological Surgery,Professor,https://researcherprofiles.org/profile/192405,https://profiles.sc-ctsi.org/display/192405/network/researchareas/timeline, Skull Base,17, 2011-2022,11,2022,2016
"Gabriel Zada, MD",Neurological Surgery,Professor,https://researcherprofiles.org/profile/192405,https://profiles.sc-ctsi.org/display/192405/network/researchareas/timeline, Growth Hormone-Secreting Pituitary Adenoma,8, 2010-2022,12,2022,2016
"Gabriel Zada, MD",Neurological Surgery,Professor,https://researcherprofiles.org/profile/192405,https://profiles.sc-ctsi.org/display/192405/network/researchareas/timeline, Adenoma,41, 2003-2022,19,2022,2016
"Gabriel Zada, MD",Neurological Surgery,Professor,https://researcherprofiles.org/profile/192405,https://profiles.sc-ctsi.org/display/192405/network/researchareas/timeline, Meningioma,23, 2010-2022,12,2022,2017
"Gabriel Zada, MD",Neurological Surgery,Professor,https://researcherprofiles.org/profile/192405,https://profiles.sc-ctsi.org/display/192405/network/researchareas/timeline, Neuroendoscopy,21, 2010-2021,11,2021,2017
"Gabriel Zada, MD",Neurological Surgery,Professor,https://researcherprofiles.org/profile/192405,https://profiles.sc-ctsi.org/display/192405/network/researchareas/timeline, Meningeal Neoplasms,21, 2011-2022,11,2022,2017
"Gabriel Zada, MD",Neurological Surgery,Professor,https://researcherprofiles.org/profile/192405,https://profiles.sc-ctsi.org/display/192405/network/researchareas/timeline, Brain Neoplasms,35, 2003-2022,19,2022,2017
"Gabriel Zada, MD",Neurological Surgery,Professor,https://researcherprofiles.org/profile/192405,https://profiles.sc-ctsi.org/display/192405/network/researchareas/timeline, Neurosurgery,16, 2011-2022,11,2022,2018
"Gabriel Zada, MD",Neurological Surgery,Professor,https://researcherprofiles.org/profile/192405,https://profiles.sc-ctsi.org/display/192405/network/researchareas/timeline, Cerebrospinal Fluid Leak,10, 2014-2020,6,2020,2018
"Gabriel Zada, MD",Neurological Surgery,Professor,https://researcherprofiles.org/profile/192405,https://profiles.sc-ctsi.org/display/192405/network/researchareas/timeline, Natural Orifice Endoscopic Surgery,7, 2016-2021,5,2021,2019
"Gabriel Zada, MD",Neurological Surgery,Professor,https://researcherprofiles.org/profile/192405,https://profiles.sc-ctsi.org/display/192405/network/researchareas/timeline, Virtual Reality,5, 2020-2022,2,2022,2021
"Hisham Tchelepi, MD",Radiology,Associate Professor,https://researcherprofiles.org/profile/190531,https://profiles.sc-ctsi.org/display/190531/network/researchareas/timeline,Angiomatosis,1, 2014-2014,1,2014,2014
"Hisham Tchelepi, MD",Radiology,Associate Professor,https://researcherprofiles.org/profile/190531,https://profiles.sc-ctsi.org/display/190531/network/researchareas/timeline, Splenic Diseases,1, 2014-2014,1,2014,2014
"Hisham Tchelepi, MD",Radiology,Associate Professor,https://researcherprofiles.org/profile/190531,https://profiles.sc-ctsi.org/display/190531/network/researchareas/timeline, Image Enhancement,6, 2004-2020,16,2020,2014
"Hisham Tchelepi, MD",Radiology,Associate Professor,https://researcherprofiles.org/profile/190531,https://profiles.sc-ctsi.org/display/190531/network/researchareas/timeline, Gallbladder Neoplasms,1, 2015-2015,1,2015,2015
"Hisham Tchelepi, MD",Radiology,Associate Professor,https://researcherprofiles.org/profile/190531,https://profiles.sc-ctsi.org/display/190531/network/researchareas/timeline, Polyps,1, 2015-2015,1,2015,2015
"Hisham Tchelepi, MD",Radiology,Associate Professor,https://researcherprofiles.org/profile/190531,https://profiles.sc-ctsi.org/display/190531/network/researchareas/timeline," Tomography, X-Ray Computed",8, 2012-2019,7,2019,2016
"Hisham Tchelepi, MD",Radiology,Associate Professor,https://researcherprofiles.org/profile/190531,https://profiles.sc-ctsi.org/display/190531/network/researchareas/timeline, Ultrasonography,15, 2005-2022,17,2022,2016
"Hisham Tchelepi, MD",Radiology,Associate Professor,https://researcherprofiles.org/profile/190531,https://profiles.sc-ctsi.org/display/190531/network/researchareas/timeline, Infarction,1, 2016-2016,1,2016,2016
"Hisham Tchelepi, MD",Radiology,Associate Professor,https://researcherprofiles.org/profile/190531,https://profiles.sc-ctsi.org/display/190531/network/researchareas/timeline, Ovarian Cysts,1, 2016-2016,1,2016,2016
"Hisham Tchelepi, MD",Radiology,Associate Professor,https://researcherprofiles.org/profile/190531,https://profiles.sc-ctsi.org/display/190531/network/researchareas/timeline, Torsion Abnormality,1, 2016-2016,1,2016,2016
"Hisham Tchelepi, MD",Radiology,Associate Professor,https://researcherprofiles.org/profile/190531,https://profiles.sc-ctsi.org/display/190531/network/researchareas/timeline, Uterine Diseases,1, 2016-2016,1,2016,2016
"Hisham Tchelepi, MD",Radiology,Associate Professor,https://researcherprofiles.org/profile/190531,https://profiles.sc-ctsi.org/display/190531/network/researchareas/timeline, Uterine Rupture,1, 2016-2016,1,2016,2016
"Hisham Tchelepi, MD",Radiology,Associate Professor,https://researcherprofiles.org/profile/190531,https://profiles.sc-ctsi.org/display/190531/network/researchareas/timeline, Contrast Media,12, 2004-2022,18,2022,2017
"Hisham Tchelepi, MD",Radiology,Associate Professor,https://researcherprofiles.org/profile/190531,https://profiles.sc-ctsi.org/display/190531/network/researchareas/timeline," Ultrasonography, Interventional",4, 2014-2020,6,2020,2017
"Hisham Tchelepi, MD",Radiology,Associate Professor,https://researcherprofiles.org/profile/190531,https://profiles.sc-ctsi.org/display/190531/network/researchareas/timeline, Ultrasonics,1, 2018-2018,1,2018,2018
"Hisham Tchelepi, MD",Radiology,Associate Professor,https://researcherprofiles.org/profile/190531,https://profiles.sc-ctsi.org/display/190531/network/researchareas/timeline," Polycystic Kidney, Autosomal Dominant",1, 2018-2018,1,2018,2018
"Hisham Tchelepi, MD",Radiology,Associate Professor,https://researcherprofiles.org/profile/190531,https://profiles.sc-ctsi.org/display/190531/network/researchareas/timeline, Iatrogenic Disease,1, 2019-2019,1,2019,2019
"Hisham Tchelepi, MD",Radiology,Associate Professor,https://researcherprofiles.org/profile/190531,https://profiles.sc-ctsi.org/display/190531/network/researchareas/timeline, Klebsiella Infections,1, 2020-2020,1,2020,2020
"Hisham Tchelepi, MD",Radiology,Associate Professor,https://researcherprofiles.org/profile/190531,https://profiles.sc-ctsi.org/display/190531/network/researchareas/timeline," Liver Abscess, Pyogenic",1, 2020-2020,1,2020,2020
"Suraiya Rasheed, PhD",Pathology,Professor,https://researcherprofiles.org/profile/190438,https://profiles.sc-ctsi.org/display/190438/network/researchareas/timeline,HIV Seropositivity,4, 1989-1996,7,1996,1994
"Suraiya Rasheed, PhD",Pathology,Professor,https://researcherprofiles.org/profile/190438,https://profiles.sc-ctsi.org/display/190438/network/researchareas/timeline, HIV-2,2, 1993-1995,2,1995,1994
"Suraiya Rasheed, PhD",Pathology,Professor,https://researcherprofiles.org/profile/190438,https://profiles.sc-ctsi.org/display/190438/network/researchareas/timeline, HTLV-II Infections,2, 1994-1995,1,1995,1994
"Suraiya Rasheed, PhD",Pathology,Professor,https://researcherprofiles.org/profile/190438,https://profiles.sc-ctsi.org/display/190438/network/researchareas/timeline, HTLV-I Infections,3, 1994-1995,1,1995,1995
"Suraiya Rasheed, PhD",Pathology,Professor,https://researcherprofiles.org/profile/190438,https://profiles.sc-ctsi.org/display/190438/network/researchareas/timeline, HIV,4, 1989-2008,19,2008,1996
"Suraiya Rasheed, PhD",Pathology,Professor,https://researcherprofiles.org/profile/190438,https://profiles.sc-ctsi.org/display/190438/network/researchareas/timeline," DNA, Viral",6, 1990-2006,16,2006,1997
"Suraiya Rasheed, PhD",Pathology,Professor,https://researcherprofiles.org/profile/190438,https://profiles.sc-ctsi.org/display/190438/network/researchareas/timeline, HIV-1,12, 1993-2013,20,2013,1998
"Suraiya Rasheed, PhD",Pathology,Professor,https://researcherprofiles.org/profile/190438,https://profiles.sc-ctsi.org/display/190438/network/researchareas/timeline," RNA, Viral",6, 1994-2013,19,2013,1999
"Suraiya Rasheed, PhD",Pathology,Professor,https://researcherprofiles.org/profile/190438,https://profiles.sc-ctsi.org/display/190438/network/researchareas/timeline, HIV Envelope Protein gp120,3, 1994-2013,19,2013,2001
"Suraiya Rasheed, PhD",Pathology,Professor,https://researcherprofiles.org/profile/190438,https://profiles.sc-ctsi.org/display/190438/network/researchareas/timeline, Gammaretrovirus,2, 1998-2006,8,2006,2002
"Suraiya Rasheed, PhD",Pathology,Professor,https://researcherprofiles.org/profile/190438,https://profiles.sc-ctsi.org/display/190438/network/researchareas/timeline," Genome, Viral",4, 1996-2013,17,2013,2003
"Suraiya Rasheed, PhD",Pathology,Professor,https://researcherprofiles.org/profile/190438,https://profiles.sc-ctsi.org/display/190438/network/researchareas/timeline, Virus Replication,3, 1998-2009,11,2009,2005
"Suraiya Rasheed, PhD",Pathology,Professor,https://researcherprofiles.org/profile/190438,https://profiles.sc-ctsi.org/display/190438/network/researchareas/timeline," Leukemia Virus, Murine",1, 2006-2006,1,2006,2006
"Suraiya Rasheed, PhD",Pathology,Professor,https://researcherprofiles.org/profile/190438,https://profiles.sc-ctsi.org/display/190438/network/researchareas/timeline, Protein Interaction Mapping,1, 2007-2007,1,2007,2006
"Suraiya Rasheed, PhD",Pathology,Professor,https://researcherprofiles.org/profile/190438,https://profiles.sc-ctsi.org/display/190438/network/researchareas/timeline, Two-Hybrid System Techniques,1, 2007-2007,1,2007,2006
"Suraiya Rasheed, PhD",Pathology,Professor,https://researcherprofiles.org/profile/190438,https://profiles.sc-ctsi.org/display/190438/network/researchareas/timeline, Proteomics,3, 2007-2009,2,2009,2008
"Suraiya Rasheed, PhD",Pathology,Professor,https://researcherprofiles.org/profile/190438,https://profiles.sc-ctsi.org/display/190438/network/researchareas/timeline," Fatty Acids, Nonesterified",1, 2008-2008,1,2008,2008
"Suraiya Rasheed, PhD",Pathology,Professor,https://researcherprofiles.org/profile/190438,https://profiles.sc-ctsi.org/display/190438/network/researchareas/timeline," Lipoproteins, LDL",1, 2008-2008,1,2008,2008
"Suraiya Rasheed, PhD",Pathology,Professor,https://researcherprofiles.org/profile/190438,https://profiles.sc-ctsi.org/display/190438/network/researchareas/timeline, Receptor Protein-Tyrosine Kinases,1, 2009-2009,1,2009,2009
"Suraiya Rasheed, PhD",Pathology,Professor,https://researcherprofiles.org/profile/190438,https://profiles.sc-ctsi.org/display/190438/network/researchareas/timeline," Databases, Nucleic Acid",1, 2013-2013,1,2013,2013
Sandra D Algaze,Medicine,Assistant Professor,https://researcherprofiles.org/profile/209540310,https://profiles.sc-ctsi.org/display/209540310/network/researchareas/timeline,Adenocarcinoma,1, 2018-2018,1,2018,2018
Sandra D Algaze,Medicine,Assistant Professor,https://researcherprofiles.org/profile/209540310,https://profiles.sc-ctsi.org/display/209540310/network/researchareas/timeline," Administration, Intravenous",1, 2018-2018,1,2018,2018
Sandra D Algaze,Medicine,Assistant Professor,https://researcherprofiles.org/profile/209540310,https://profiles.sc-ctsi.org/display/209540310/network/researchareas/timeline," Antibodies, Monoclonal",1, 2018-2018,1,2018,2018
Sandra D Algaze,Medicine,Assistant Professor,https://researcherprofiles.org/profile/209540310,https://profiles.sc-ctsi.org/display/209540310/network/researchareas/timeline," Carcinoma, Non-Small-Cell Lung",1, 2018-2018,1,2018,2018
Sandra D Algaze,Medicine,Assistant Professor,https://researcherprofiles.org/profile/209540310,https://profiles.sc-ctsi.org/display/209540310/network/researchareas/timeline, Fatal Outcome,1, 2018-2018,1,2018,2018
Sandra D Algaze,Medicine,Assistant Professor,https://researcherprofiles.org/profile/209540310,https://profiles.sc-ctsi.org/display/209540310/network/researchareas/timeline, Immunoglobulin G,1, 2018-2018,1,2018,2018
Sandra D Algaze,Medicine,Assistant Professor,https://researcherprofiles.org/profile/209540310,https://profiles.sc-ctsi.org/display/209540310/network/researchareas/timeline," Immunoglobulins, Intravenous",1, 2018-2018,1,2018,2018
Sandra D Algaze,Medicine,Assistant Professor,https://researcherprofiles.org/profile/209540310,https://profiles.sc-ctsi.org/display/209540310/network/researchareas/timeline, Immunotherapy,1, 2018-2018,1,2018,2018
Sandra D Algaze,Medicine,Assistant Professor,https://researcherprofiles.org/profile/209540310,https://profiles.sc-ctsi.org/display/209540310/network/researchareas/timeline," Leukemia, Lymphocytic, Chronic, B-Cell",1, 2018-2018,1,2018,2018
Sandra D Algaze,Medicine,Assistant Professor,https://researcherprofiles.org/profile/209540310,https://profiles.sc-ctsi.org/display/209540310/network/researchareas/timeline, Lung Neoplasms,1, 2018-2018,1,2018,2018
Sandra D Algaze,Medicine,Assistant Professor,https://researcherprofiles.org/profile/209540310,https://profiles.sc-ctsi.org/display/209540310/network/researchareas/timeline, Neoplasm Staging,1, 2018-2018,1,2018,2018
Sandra D Algaze,Medicine,Assistant Professor,https://researcherprofiles.org/profile/209540310,https://profiles.sc-ctsi.org/display/209540310/network/researchareas/timeline, Positron-Emission Tomography,1, 2018-2018,1,2018,2018
Sandra D Algaze,Medicine,Assistant Professor,https://researcherprofiles.org/profile/209540310,https://profiles.sc-ctsi.org/display/209540310/network/researchareas/timeline, Programmed Cell Death 1 Receptor,1, 2018-2018,1,2018,2018
Sandra D Algaze,Medicine,Assistant Professor,https://researcherprofiles.org/profile/209540310,https://profiles.sc-ctsi.org/display/209540310/network/researchareas/timeline, Solitary Pulmonary Nodule,1, 2018-2018,1,2018,2018
Sandra D Algaze,Medicine,Assistant Professor,https://researcherprofiles.org/profile/209540310,https://profiles.sc-ctsi.org/display/209540310/network/researchareas/timeline," Anemia, Hemolytic, Autoimmune",2, 2018-2019,1,2019,2019
Sandra D Algaze,Medicine,Assistant Professor,https://researcherprofiles.org/profile/209540310,https://profiles.sc-ctsi.org/display/209540310/network/researchareas/timeline, Cyclophosphamide,1, 2019-2019,1,2019,2019
Sandra D Algaze,Medicine,Assistant Professor,https://researcherprofiles.org/profile/209540310,https://profiles.sc-ctsi.org/display/209540310/network/researchareas/timeline, Dexamethasone,1, 2019-2019,1,2019,2019
Sandra D Algaze,Medicine,Assistant Professor,https://researcherprofiles.org/profile/209540310,https://profiles.sc-ctsi.org/display/209540310/network/researchareas/timeline, Rituximab,1, 2019-2019,1,2019,2019
Caitlin O'neill,Medicine,Assistant Professor,https://researcherprofiles.org/profile/102457353,https://profiles.sc-ctsi.org/display/102457353/network/researchareas/timeline,Bone Marrow Examination,1, 2016-2016,1,2016,2016
Caitlin O'neill,Medicine,Assistant Professor,https://researcherprofiles.org/profile/102457353,https://profiles.sc-ctsi.org/display/102457353/network/researchareas/timeline, Drug Evaluation,1, 2016-2016,1,2016,2016
Caitlin O'neill,Medicine,Assistant Professor,https://researcherprofiles.org/profile/102457353,https://profiles.sc-ctsi.org/display/102457353/network/researchareas/timeline, Interferon-alpha,1, 2016-2016,1,2016,2016
Caitlin O'neill,Medicine,Assistant Professor,https://researcherprofiles.org/profile/102457353,https://profiles.sc-ctsi.org/display/102457353/network/researchareas/timeline, L-Lactate Dehydrogenase,1, 2016-2016,1,2016,2016
Caitlin O'neill,Medicine,Assistant Professor,https://researcherprofiles.org/profile/102457353,https://profiles.sc-ctsi.org/display/102457353/network/researchareas/timeline, Polycythemia Vera,1, 2016-2016,1,2016,2016
Caitlin O'neill,Medicine,Assistant Professor,https://researcherprofiles.org/profile/102457353,https://profiles.sc-ctsi.org/display/102457353/network/researchareas/timeline, Polyethylene Glycols,1, 2016-2016,1,2016,2016
Caitlin O'neill,Medicine,Assistant Professor,https://researcherprofiles.org/profile/102457353,https://profiles.sc-ctsi.org/display/102457353/network/researchareas/timeline, Reticulin,1, 2016-2016,1,2016,2016
Caitlin O'neill,Medicine,Assistant Professor,https://researcherprofiles.org/profile/102457353,https://profiles.sc-ctsi.org/display/102457353/network/researchareas/timeline, Single-Blind Method,1, 2016-2016,1,2016,2016
Caitlin O'neill,Medicine,Assistant Professor,https://researcherprofiles.org/profile/102457353,https://profiles.sc-ctsi.org/display/102457353/network/researchareas/timeline," Thrombocythemia, Essential",1, 2016-2016,1,2016,2016
Caitlin O'neill,Medicine,Assistant Professor,https://researcherprofiles.org/profile/102457353,https://profiles.sc-ctsi.org/display/102457353/network/researchareas/timeline, Primary Myelofibrosis,2, 2016-2018,2,2018,2017
Caitlin O'neill,Medicine,Assistant Professor,https://researcherprofiles.org/profile/102457353,https://profiles.sc-ctsi.org/display/102457353/network/researchareas/timeline, Splenomegaly,2, 2016-2018,2,2018,2017
Caitlin O'neill,Medicine,Assistant Professor,https://researcherprofiles.org/profile/102457353,https://profiles.sc-ctsi.org/display/102457353/network/researchareas/timeline, Helicobacter Infections,1, 2018-2018,1,2018,2018
Caitlin O'neill,Medicine,Assistant Professor,https://researcherprofiles.org/profile/102457353,https://profiles.sc-ctsi.org/display/102457353/network/researchareas/timeline, Helicobacter pylori,1, 2018-2018,1,2018,2018
Caitlin O'neill,Medicine,Assistant Professor,https://researcherprofiles.org/profile/102457353,https://profiles.sc-ctsi.org/display/102457353/network/researchareas/timeline," Hospitals, Urban",1, 2018-2018,1,2018,2018
Caitlin O'neill,Medicine,Assistant Professor,https://researcherprofiles.org/profile/102457353,https://profiles.sc-ctsi.org/display/102457353/network/researchareas/timeline, Thrombocytopenia,1, 2018-2018,1,2018,2018
Caitlin O'neill,Medicine,Assistant Professor,https://researcherprofiles.org/profile/102457353,https://profiles.sc-ctsi.org/display/102457353/network/researchareas/timeline, Pyrazoles,1, 2018-2018,1,2018,2018
Caitlin O'neill,Medicine,Assistant Professor,https://researcherprofiles.org/profile/102457353,https://profiles.sc-ctsi.org/display/102457353/network/researchareas/timeline," Mastocytosis, Systemic",1, 2019-2019,1,2019,2019
Caitlin O'neill,Medicine,Assistant Professor,https://researcherprofiles.org/profile/102457353,https://profiles.sc-ctsi.org/display/102457353/network/researchareas/timeline, Staurosporine,1, 2019-2019,1,2019,2019
Caitlin O'neill,Medicine,Assistant Professor,https://researcherprofiles.org/profile/102457353,https://profiles.sc-ctsi.org/display/102457353/network/researchareas/timeline," Transplantation, Homologous",1, 2019-2019,1,2019,2019
"May Anne Kim-Tenser, MD",Neurology,Associate Professor,https://researcherprofiles.org/profile/177646,https://profiles.sc-ctsi.org/display/177646/network/researchareas/timeline,Amphetamines,1, 2010-2010,1,2010,2010
"May Anne Kim-Tenser, MD",Neurology,Associate Professor,https://researcherprofiles.org/profile/177646,https://profiles.sc-ctsi.org/display/177646/network/researchareas/timeline, Central Nervous System Stimulants,1, 2010-2010,1,2010,2010
"May Anne Kim-Tenser, MD",Neurology,Associate Professor,https://researcherprofiles.org/profile/177646,https://profiles.sc-ctsi.org/display/177646/network/researchareas/timeline, Anticoagulants,1, 2013-2013,1,2013,2013
"May Anne Kim-Tenser, MD",Neurology,Associate Professor,https://researcherprofiles.org/profile/177646,https://profiles.sc-ctsi.org/display/177646/network/researchareas/timeline, Intracranial Thrombosis,1, 2013-2013,1,2013,2013
"May Anne Kim-Tenser, MD",Neurology,Associate Professor,https://researcherprofiles.org/profile/177646,https://profiles.sc-ctsi.org/display/177646/network/researchareas/timeline, Iatrogenic Disease,2, 2014-2015,1,2015,2014
"May Anne Kim-Tenser, MD",Neurology,Associate Professor,https://researcherprofiles.org/profile/177646,https://profiles.sc-ctsi.org/display/177646/network/researchareas/timeline, Subarachnoid Hemorrhage,4, 2014-2016,2,2016,2015
"May Anne Kim-Tenser, MD",Neurology,Associate Professor,https://researcherprofiles.org/profile/177646,https://profiles.sc-ctsi.org/display/177646/network/researchareas/timeline," Catheterization, Swan-Ganz",1, 2016-2016,1,2016,2016
"May Anne Kim-Tenser, MD",Neurology,Associate Professor,https://researcherprofiles.org/profile/177646,https://profiles.sc-ctsi.org/display/177646/network/researchareas/timeline, Catheter-Related Infections,1, 2016-2016,1,2016,2016
"May Anne Kim-Tenser, MD",Neurology,Associate Professor,https://researcherprofiles.org/profile/177646,https://profiles.sc-ctsi.org/display/177646/network/researchareas/timeline, Cerebral Ventriculitis,1, 2016-2016,1,2016,2016
"May Anne Kim-Tenser, MD",Neurology,Associate Professor,https://researcherprofiles.org/profile/177646,https://profiles.sc-ctsi.org/display/177646/network/researchareas/timeline, Ventriculostomy,1, 2016-2016,1,2016,2016
"May Anne Kim-Tenser, MD",Neurology,Associate Professor,https://researcherprofiles.org/profile/177646,https://profiles.sc-ctsi.org/display/177646/network/researchareas/timeline, Stroke,16, 2010-2022,12,2022,2017
"May Anne Kim-Tenser, MD",Neurology,Associate Professor,https://researcherprofiles.org/profile/177646,https://profiles.sc-ctsi.org/display/177646/network/researchareas/timeline, Emergency Medical Services,5, 2014-2020,6,2020,2017
"May Anne Kim-Tenser, MD",Neurology,Associate Professor,https://researcherprofiles.org/profile/177646,https://profiles.sc-ctsi.org/display/177646/network/researchareas/timeline, Brain Ischemia,7, 2011-2022,11,2022,2017
"May Anne Kim-Tenser, MD",Neurology,Associate Professor,https://researcherprofiles.org/profile/177646,https://profiles.sc-ctsi.org/display/177646/network/researchareas/timeline, Patient Selection,5, 2015-2020,5,2020,2017
"May Anne Kim-Tenser, MD",Neurology,Associate Professor,https://researcherprofiles.org/profile/177646,https://profiles.sc-ctsi.org/display/177646/network/researchareas/timeline, Cerebral Hemorrhage,7, 2010-2022,12,2022,2017
"May Anne Kim-Tenser, MD",Neurology,Associate Professor,https://researcherprofiles.org/profile/177646,https://profiles.sc-ctsi.org/display/177646/network/researchareas/timeline, Intracranial Hemorrhages,3, 2013-2022,9,2022,2017
"May Anne Kim-Tenser, MD",Neurology,Associate Professor,https://researcherprofiles.org/profile/177646,https://profiles.sc-ctsi.org/display/177646/network/researchareas/timeline, Emergency Medical Technicians,2, 2017-2019,2,2019,2018
"May Anne Kim-Tenser, MD",Neurology,Associate Professor,https://researcherprofiles.org/profile/177646,https://profiles.sc-ctsi.org/display/177646/network/researchareas/timeline, Hospital Mortality,3, 2016-2021,5,2021,2019
"May Anne Kim-Tenser, MD",Neurology,Associate Professor,https://researcherprofiles.org/profile/177646,https://profiles.sc-ctsi.org/display/177646/network/researchareas/timeline, Thrombectomy,4, 2018-2022,4,2022,2019
"May Anne Kim-Tenser, MD",Neurology,Associate Professor,https://researcherprofiles.org/profile/177646,https://profiles.sc-ctsi.org/display/177646/network/researchareas/timeline, Patient Admission,2, 2020-2021,1,2021,2021
Hans Oh,Social Work,Assistant Professor,https://researcherprofiles.org/profile/191209,https://profiles.sc-ctsi.org/display/191209/network/researchareas/timeline,Peer Group,4, 2014-2017,3,2017,2015
Hans Oh,Social Work,Assistant Professor,https://researcherprofiles.org/profile/191209,https://profiles.sc-ctsi.org/display/191209/network/researchareas/timeline, Psychiatric Rehabilitation,2, 2015-2016,1,2016,2015
Hans Oh,Social Work,Assistant Professor,https://researcherprofiles.org/profile/191209,https://profiles.sc-ctsi.org/display/191209/network/researchareas/timeline, Social Discrimination,4, 2014-2019,5,2019,2017
Hans Oh,Social Work,Assistant Professor,https://researcherprofiles.org/profile/191209,https://profiles.sc-ctsi.org/display/191209/network/researchareas/timeline, Emigrants and Immigrants,4, 2013-2021,8,2021,2017
Hans Oh,Social Work,Assistant Professor,https://researcherprofiles.org/profile/191209,https://profiles.sc-ctsi.org/display/191209/network/researchareas/timeline, Health Surveys,16, 2014-2021,7,2021,2018
Hans Oh,Social Work,Assistant Professor,https://researcherprofiles.org/profile/191209,https://profiles.sc-ctsi.org/display/191209/network/researchareas/timeline, Psychotic Disorders,38, 2012-2022,10,2022,2018
Hans Oh,Social Work,Assistant Professor,https://researcherprofiles.org/profile/191209,https://profiles.sc-ctsi.org/display/191209/network/researchareas/timeline, Mental Disorders,26, 2013-2022,9,2022,2018
